gp_id,GP_Name,GP_Asset_Class,GP_Sector,GP_Sub_Sector,total_invested,num_investments,num_portcos,num_funds
13456,G Squared,Private Equity,Venture Capital,Direct Secondaries,818.45044,68,68,68
15754,Chenavari Regulatory Capital,Private Debt,Other,Regulatory Capital,818.43518,40,0,40
13794,Marlin Equity Partners Heritage,Private Equity,Buyout,Small Buyout,813.60559,21,21,21
1406,"Gobi Partners, Inc.",Private Equity,Venture Capital,Early Stage,812.85468,141,141,141
9635,Crescent Europe Specialty Lending,Private Debt,Corporate,Direct Lending,811.8269,53,31,53
5897,Metric Capital Partners,Private Debt,Special Situations,Mezzanine,809.54858,28,28,28
2937,Sovereign Capital,Private Equity,Buyout,Middle Buyout,808.39349,68,68,68
13523,Felix Capital,Private Equity,Venture Capital,Early Stage,807.90027,77,77,77
4561,PineBridge Structured Capital,Private Debt,Special Situations,Mezzanine,806.08325,37,37,37
1311,Frogmore Real Estate Partners,Real Estate,Opportunistic,Europe,804.29999,37,24,37
5324,Quadria Capital Investment Management,Private Equity,Growth Equity,Small Growth Equity,803.41382,17,17,17
6551,Blue Sea Capital Management,Private Equity,Buyout,Small Buyout,802.82727,20,20,20
2494,Peterson Capital,Private Equity,Buyout,Small Buyout,801.59131,95,95,95
6161,Headline,Private Equity,Venture Capital,Early Stage,800.52594,157,157,157
16803,Stillwater Asset Management,Private Debt,Real Estate Credit,Multi-strategy Debt,799.95087,90,0,90
3190,Trinity Ventures,Private Equity,Venture Capital,Early Stage,798.17963,139,139,139
15318,Invesco Real Estate – Asia Value-Add,Real Estate,Value-Add,Rest of World,796.36713,29,29,29
9167,L Catterton Latin America,Private Equity,Buyout,Middle Buyout,795.39972,17,17,17
14681,Orion Resource Partners Royalties,Private Debt,Other,IP/Royalty,794.96643,39,39,39
478,Bison Capital Asset Management,Private Debt,Special Situations,Mezzanine,794.72284,38,38,38
4539,Ecosystem Investment Partners,Real Assets,Infrastructure,Diversified,792.37823,39,39,39
10403,Obvious Ventures,Private Equity,Venture Capital,Early Stage,792.26813,143,143,143
1723,Investcorp,Private Equity,Buyout,Small Buyout,792,9,9,9
8543,RevCap,Real Estate,Opportunistic,Europe,787.79999,122,104,122
13394,Digital Alpha,Real Assets,Infrastructure,Communications,787.5968,22,22,22
8922,Centana Growth Partners,Private Equity,Growth Equity,Small Growth Equity,786.99805,47,47,47
4822,Goldner Hawn Johnson & Morrison,Private Equity,Buyout,Small Buyout,785.91724,42,42,42
10304,StepStone VC Opportunities (fka Montagu),Private Equity,Other,Co-Investments,783.71198,88,87,88
16478,Hg,Private Debt,Special Situations,Mezzanine,780.34277,7,7,7
7318,Three Hills Capital Partners,Private Equity,Buyout,Middle Buyout,780.33807,24,24,24
11353,Sky9 Capital,Private Equity,Venture Capital,Early Stage,780.32477,137,137,137
11298,Investcorp Technology Partners,Private Equity,Growth Equity,Small Growth Equity,780.17487,45,45,45
18180,CVC Credit Capital Solutions,Private Debt,Corporate,Opportunistic Lending,779.5188,61,61,61
9567,Lakestar,Private Equity,Venture Capital,Early Stage,779.11871,123,123,123
2113,Metalmark Capital,Private Equity,Buyout,Large Buyout,778.09998,10,10,10
5843,NorthEdge Capital,Private Equity,Buyout,Small Buyout,777.91742,64,64,64
16094,Nordic Capital Evolution,Private Equity,Buyout,Middle Buyout,777.83746,10,10,10
16582,EQT Core Infrastructure,Real Assets,Infrastructure,Diversified,777.08868,2,2,2
6331,Enlightenment Capital,Private Debt,Special Situations,Mezzanine,776.86298,46,46,46
2326,Novacap,Private Equity,Buyout,Small Buyout,775.24982,28,28,28
7981,Embarcadero Capital Partners,Real Estate,Value-Add,US Small Market,774.62854,52,41,52
7137,Berkeley Partners Management,Real Estate,Value-Add,US Small Market,774.51392,149,149,149
25663,Frazier Life Sciences,Private Equity,Venture Capital,Balanced,773.29669,118,118,118
167,Altos Ventures,Private Equity,Venture Capital,Early Stage,772.23651,119,119,119
4441,Beach Point Capital,Private Debt,Special Situations,Distressed / Corporates,771.52039,53,52,53
1576,Horizon Capital,Private Equity,Buyout,Small Buyout,768.84399,41,41,41
25998,Ambienta Small Cap,Private Equity,Buyout,Small Buyout,767.80402,18,18,18
7425,Apis Partners,Private Equity,Growth Equity,Small Growth Equity,765.66925,23,23,23
10966,NIO Capital,Private Equity,Venture Capital,Early Stage,765.54211,74,74,74
5776,Qualium Investissement,Private Equity,Buyout,Small Buyout,762.63928,19,19,19
9987,Arthur Ventures,Private Equity,Venture Capital,Early Stage,760.8418,100,100,100
9592,Gamut Capital Management,Private Equity,Buyout,Middle Buyout,759.19128,7,6,7
623,"Heartwood Partners (fka Capital Partners, Inc.)",Private Equity,Buyout,Small Buyout,757.49005,24,24,24
7496,BentallGreenOak Europe Debt,Private Debt,Real Estate Credit,Private Performing,757.06781,61,0,61
6593,Alantra Private Equity,Private Equity,Buyout,Middle Buyout,756.05334,20,20,20
2496,Pfingsten Partners,Private Equity,Buyout,Small Buyout,755.85815,38,38,38
16789,Bregal Milestone,Private Equity,Growth Equity,Small Growth Equity,755.6427,16,16,16
6727,Aterian Investment Partners,Private Equity,Buyout,Small Buyout,755.37329,25,25,25
3006,Storm Ventures,Private Equity,Venture Capital,Early Stage,755.16003,168,168,168
3936,Energy Trust Partners,Real Assets,Energy,Exploration and Production,755.04443,30,30,30
11092,Ohana Real Estate Credit,Private Debt,Real Estate Credit,Enhanced Senior,754.7735,23,23,23
13861,Tribe Capital,Private Equity,Venture Capital,Early Stage,753.46747,401,401,401
15148,Griffin Gaming Partners,Private Equity,Venture Capital,Balanced,750.18073,95,95,95
16318,DWS Private Credit Europe,Private Debt,Corporate,Direct Lending,749.66602,34,0,34
17660,ACRE,Private Debt,Real Estate Credit,Senior,748.92371,71,71,71
4998,Abris Capital Partners,Private Equity,Buyout,Middle Buyout,746.39069,19,19,19
9970,Heitman Real Estate Investment Management Europe,Real Estate,Opportunistic,Europe,746.22955,24,21,24
17467,Ardian Clean Energy Evergreen,Real Assets,Infrastructure,Renewables,744.7337,18,18,18
2256,Newstone Capital Partners,Private Debt,Special Situations,Mezzanine,743.6214,19,19,19
10585,Sculptor Capital Management - Real Estate Credit US,Private Debt,Real Estate Credit,Private Performing,741.25372,28,1,28
2695,RFE Investment Partners,Private Equity,Buyout,Small Buyout,740.37885,49,49,49
17803,Cathay Innovation,Private Equity,Venture Capital,Early Stage,739.37598,62,62,62
10879,Prime Group Holdings,Real Estate,Value-Add,US / Global Large Market,737.72742,113,113,113
11212,Oaktree Capital Management (OCM) Direct Lending,Private Debt,Corporate,Direct Lending,736.28125,127,1,127
2169,Montauk Triguard,Private Equity,Other,Secondaries,734.15692,69,0,69
6649,HCI Equity Partners,Private Equity,Buyout,Small Buyout,734.04401,25,25,25
10223,ElmTree Funds,Real Estate,Value-Add,US Medium Market,733.62006,85,69,85
7452,Sterling Organization,Real Estate,Value-Add,US Small Market,725.93182,49,28,49
2867,ShoreView Industries,Private Equity,Buyout,Small Buyout,725.79468,32,32,32
11224,Bridges Fund Management Real Estate,Real Estate,Value-Add,Europe,723.17535,83,83,83
1001,DFW Capital,Private Equity,Buyout,Small Buyout,721.75146,27,27,27
14727,GPI Capital,Private Equity,Growth Equity,Small Growth Equity,721.48492,9,9,9
13982,Radian Capital,Private Equity,Growth Equity,Small Growth Equity,720.41113,40,40,40
14847,Bessemer Century,Private Equity,Venture Capital,Late Stage,719.99518,18,18,18
9427,Wise Equity,Private Equity,Buyout,Small Buyout,719.90204,49,49,49
9015,Vance Street Capital,Private Equity,Buyout,Small Buyout,718.09998,21,21,21
13529,LocalGlobe,Private Equity,Venture Capital,Early Stage,717.15594,349,349,349
7628,Palisade Investment Partners (Infrastructure),Real Assets,Infrastructure,Diversified,716.63062,22,22,22
13585,MBK Partners (Special Situations),Private Debt,Special Situations,Distressed / Corporates,714.98627,10,10,10
10890,KKR Real Estate Credit,Private Debt,Real Estate Credit,Securitized,714.38916,26,26,26
15852,Avance Investment Partners,Private Equity,Buyout,Middle Buyout,713.97534,10,10,10
15797,HSBC Global Asset Management,Private Debt,Corporate,Direct Lending,713.31567,49,49,49
1502,"Hammond, Kennedy, Whitney & Co.",Private Equity,Buyout,Small Buyout,711.75238,29,29,29
15966,Recognize Partners,Private Equity,Buyout,Small Buyout,710.59998,10,10,10
1206,Fairview Capital Partners,Private Equity,Other,Fund of Funds,709.43042,119,0,119
11693,AS Birch Grove Capital LP,Private Debt,Corporate,Syndicated Loans,708.86572,29,29,29
13373,Rantum Capital Debt,Private Debt,Special Situations,Mezzanine,708.5271,42,42,42
5114,Saratoga Capital,Private Equity,Buyout,Middle Buyout,707.91986,26,26,26
9172,Trilantic Energy,Real Assets,Energy,ENR Diversified,706.68683,15,15,15
10388,WM Partners LP,Private Equity,Buyout,Small Buyout,706.20752,4,4,4
16386,Quilvest Capital Partners,Private Equity,Buyout,Small Buyout,705.27087,18,18,18
25324,Nuveen Energy Infrastructure Credit,Private Debt,Infrastructure & Real Assets,Energy and Power,703.15576,7,0,7
16334,EQT Future,Private Equity,Buyout,Large Buyout,701.68524,1,1,1
6617,China Renaissance Partners,Private Equity,Growth Equity,Medium Growth Equity,701.42615,72,72,72
3997,MPM Capital,Private Equity,Venture Capital,Balanced,699.82214,64,64,64
638,CapMan,Real Estate,Opportunistic,Europe,696.88306,47,44,47
9767,Gemspring Capital,Private Equity,Buyout,Small Buyout,694.64502,22,22,22
17629,3 Boomerang Capital,Private Equity,Buyout,Small Buyout,694.09998,16,16,16
18591,Human Capital,Private Equity,Venture Capital,Early Stage,693.50244,153,153,153
14200,OceanSound Partners,Private Equity,Buyout,Small Buyout,692.29034,8,8,8
8972,Northern Horizon Capital,Real Estate,Core / Core+,Europe Core+,690.63068,166,166,166
17714,26North Partners LP,Private Debt,Corporate,Direct Lending,690.49432,26,0,26
18690,Industrial Outdoor Ventures,Real Estate,Value-Add,US Small Market,690.04645,79,8,79
5,21 Invest Italy,Private Equity,Buyout,Middle Buyout,689.67725,40,40,40
4179,21 Invest France (fka 21 Centrale Partners),Private Equity,Buyout,Middle Buyout,689.50323,36,36,36
9276,Energy Capital Partners Credit,Private Debt,Infrastructure & Real Assets,Energy and Power,688.5921,9,9,9
14668,Global Infrastructure Partners Spectrum,Private Debt,Infrastructure & Real Assets,Infrastructure Debt,688.26666,9,0,9
15422,Carlyle Infrastructure Credit,Real Assets,Infrastructure,Diversified,686.61676,9,7,9
10319,New State Capital Partners,Private Equity,Buyout,Small Buyout,685.94617,25,25,25
16798,Integrum Holdings,Private Equity,Buyout,Small Buyout,683.21472,5,5,5
16495,Capital Dynamics US Middle Market Credit,Private Debt,Corporate,Direct Lending,682.1488,47,47,47
4387,Delta-v Capital,Private Equity,Growth Equity,Direct Secondaries,682.07147,77,77,77
10330,Varsity Healthcare Partners,Private Equity,Buyout,Small Buyout,681.40784,17,17,17
10242,Infracapital Greenfield Infrastructure,Real Assets,Infrastructure,Diversified,681.39819,9,9,9
15755,Hillpointe Capital,Real Estate,Opportunistic,US Small Market,681.263,42,42,42
4174,Pacific Alliance Group,Private Equity,Buyout,Small Buyout,679.77289,21,21,21
6041,Heritage Group,Private Equity,Buyout,Small Buyout,679.68121,41,41,41
1795,JP Morgan Asset Management,Private Equity,Other,Fund of Funds,679.44,18,0,18
15573,Broe Real Estate Group,Real Estate,Opportunistic,US Small Market,679.42279,130,0,130
7820,Cairn Capital,Private Debt,Real Estate Credit,Mezzanine/High Yield,678.59003,10,0,10
1555,Primary Venture Partners (fka High Peaks),Private Equity,Venture Capital,Balanced,675.98248,219,219,219
5887,Monashees,Private Equity,Venture Capital,Balanced,675.62158,257,257,257
10548,INVESCO Real Estate Europe,Real Estate,Value-Add,Europe,675.09381,23,23,23
18805,Ares Europe Credit - Senior,Private Debt,Real Estate Credit,Multiple Strategies,673.79126,12,12,12
11400,G2VP,Private Equity,Venture Capital,Balanced,671.39178,29,29,29
5602,Ascendent Capital Partners,Private Equity,Growth Equity,Medium Growth Equity,670.59009,16,16,16
1,.406 Ventures Management,Private Equity,Venture Capital,Early Stage,670.32257,97,97,97
4072,NGP Energy Technology Partners,Private Equity,Buyout,Middle Buyout,668.6134,53,53,53
14949,AP Moller Capital,Real Assets,Infrastructure,Diversified,667.70325,9,9,9
1636,Impax,Real Assets,Infrastructure,Renewables,667.00403,42,42,42
13623,Access Holdings,Private Equity,Buyout,Small Buyout,666.72168,13,13,13
7651,Fulcrum Capital Partners,Private Equity,Buyout,Small Buyout,666.60498,50,50,50
3889,Blue Wolf Capital Management,Private Equity,Buyout,Small Buyout,665.29358,26,26,26
8930,Charme Capital Partners,Private Equity,Buyout,Small Buyout,665.15601,14,14,14
9841,Alcentra Strategic Credit,Private Debt,Special Situations,Distressed / Corporates,664.05701,21,0,21
16706,GrowthCurve Capital Partners,Private Equity,Buyout,Middle Buyout,664.03088,5,5,5
5009,Uncork Capital (fka SoftTech VC),Private Equity,Venture Capital,Early Stage,663.83112,323,322,323
7081,C-III Capital Partners,Real Estate,Value-Add,US Medium Market,663.401,86,0,86
6190,Dalmore Capital,Real Assets,Infrastructure,Diversified,662.21472,26,26,26
5228,Beekman Group LLC,Private Equity,Buyout,Small Buyout,661.30042,31,31,31
3106,Templeton Emerging Markets Group,Private Equity,Growth Equity,Small Growth Equity,659.27197,56,55,56
1601,Huron Capital Partners,Private Equity,Buyout,Small Buyout,657.90961,35,35,35
25936,Barings Real Estate Australia,Real Estate,Value-Add,Rest of World,657.27582,36,36,36
11256,Castleforge Partners,Real Estate,Value-Add,Europe,653.54382,60,60,60
3108,"Tenaska Capital Management, LLC",Real Assets,Infrastructure,Power,652.34741,7,7,7
3919,DC Capital Partners,Private Equity,Buyout,Small Buyout,652.25452,14,14,14
8856,Atlas Merchant Capital,Private Equity,Buyout,Small Buyout,651.56311,8,8,8
14115,Five V Capital (5V),Private Equity,Buyout,Small Buyout,650.95929,25,25,25
13427,Helical plc,Real Estate,Value-Add,Europe,650.49353,60,48,60
6143,Endless LLP,Private Equity,Buyout,Small Buyout,648.96741,59,58,59
4466,McCarthy Capital Corporation,Private Equity,Buyout,Small Buyout,648.9046,43,43,43
4473,Inverness Graham,Private Equity,Buyout,Small Buyout,648.27191,32,32,32
16221,Innovation Endeavors,Private Equity,Venture Capital,Early Stage,648.05634,221,221,221
1271,Forbion Capital Partners,Private Equity,Venture Capital,Balanced,647.88971,72,72,72
17041,Bansk Group,Private Equity,Buyout,Small Buyout,647.47504,6,6,6
7552,Copenhagen Infrastructure Partners (CIP),Real Assets,Infrastructure,Renewables,645.62018,2,0,2
11314,Crosstree,Real Estate,Value-Add,Europe,645.27057,18,16,18
10266,ABRY Partners Heritage,Private Equity,Buyout,Small Buyout,644.09637,21,21,21
5151,Holtzbrinck Ventures,Private Equity,Venture Capital,Balanced,643.62128,190,190,190
25485,Empira Europe,Real Estate,Value-Add,Europe,640.17389,13,0,13
14195,Milton Street Capital,Private Equity,Buyout,Small Buyout,639.14801,16,16,16
4009,Southern Capital,Private Equity,Buyout,Middle Buyout,635.33069,16,16,16
13252,Garrison Real Estate - Europe,Private Debt,Real Estate Credit,Enhanced Senior,635.12054,43,0,43
15030,China Growth Capital,Private Equity,Venture Capital,Early Stage,634.75714,219,219,219
16551,Lowercarbon Capital,Private Equity,Venture Capital,Balanced,633.68195,110,110,110
17997,S3 Capital,Private Debt,Real Estate Credit,Enhanced Senior,633.44159,49,49,49
10822,Section 32,Private Equity,Venture Capital,Balanced,633.26678,88,88,88
6140,Enfoca Inversiones,Private Equity,Growth Equity,Small Growth Equity,632.54919,8,8,8
8984,BroadVail Capital Partners,Real Estate,Opportunistic,US Small Market,632.45569,12,12,12
13795,Monomoy Capital Credit,Private Debt,Special Situations,Distressed / Corporates,630.37006,69,69,69
9165,Denham Oil & Gas,Real Assets,Energy,ENR Diversified,629.07751,11,11,11
17613,KKR Real Estate Asia (Core),Real Estate,Core / Core+,Asia Core,628.64001,17,17,17
13929,Sheridan Capital Partners,Private Equity,Buyout,Small Buyout,628.33801,19,19,19
24822,RGREEN Invest Debt,Private Debt,Infrastructure & Real Assets,Infrastructure Debt,627.40894,49,0,49
14921,I Squared Credit,Private Debt,Infrastructure & Real Assets,Infrastructure Debt,626.98932,12,12,12
6684,"RedMile Group, LLC",Private Equity,Venture Capital,Late Stage,626.40002,59,58,59
11203,HIG Europe Realty Partners,Real Estate,Opportunistic,Europe,626.0047,32,23,32
17887,Warburg Pincus Capital Solutions,Private Equity,Buyout,Small Buyout,625.27527,5,5,5
25103,ICG Mid-Market,Private Debt,Corporate,Direct Lending,625.17773,10,10,10
10900,Bridge Investment Group (Office),Real Estate,Value-Add,US / Global Large Market,624.19537,37,37,37
13303,Taaleri Energia,Real Assets,Infrastructure,Renewables,624.14282,43,43,43
8961,Vendis Capital,Private Equity,Growth Equity,Small Growth Equity,623.54388,68,68,68
14704,NFX,Private Equity,Venture Capital,Early Stage,623.31195,208,208,208
30,The Abraaj Group,Private Equity,Buyout,Large Buyout,622.3515,15,15,15
10636,Tishman Speyer Asia,Real Estate,Opportunistic,Rest of World,621.63568,5,0,5
11448,King Street Real Estate,Real Estate,Opportunistic,Europe,620.71375,34,34,34
11687,Nuveen Real Estate - US,Real Estate,Value-Add,US Medium Market,620.66864,47,28,47
5209,AION Capital Partners,Private Debt,Special Situations,Distressed / Corporates,620.43054,12,12,12
13905,Entrepreneurial Equity Partners,Private Equity,Buyout,Small Buyout,618.20276,11,11,11
9491,EQT Exeter Real Estate,Real Estate,Value-Add,Europe,618.07593,25,8,25
2215,Nazca Capital,Private Equity,Buyout,Small Buyout,617.9903,37,37,37
10632,Nuveen Europe Credit - Senior,Private Debt,Real Estate Credit,Private Performing,617.47742,20,0,20
15925,Aurelius,Private Equity,Buyout,Small Buyout,617.4198,63,61,63
811,Growth Capital Partners,Private Equity,Buyout,Small Buyout,615.57928,50,50,50
16343,Levine Leichtman Capital Partners Lower Middle Market,Private Equity,Buyout,Small Buyout,615.15802,15,15,15
10392,Xiang He Capital,Private Equity,Venture Capital,Balanced,614.99036,40,40,40
3781,Grey Mountain Partners,Private Equity,Buyout,Small Buyout,613.91504,22,22,22
6861,Avedon Capital Partners,Private Equity,Buyout,Small Buyout,612.9223,42,42,42
16198,The Cynosure Group,Private Equity,Buyout,Small Buyout,612.83539,18,18,18
13431,Accel-KKR Credit,Private Debt,Corporate,Direct Lending,612.1806,40,40,40
2353,Odin Capital Group,Private Equity,Venture Capital,Balanced,612,9,9,9
11011,LightBay Capital,Private Equity,Buyout,Small Buyout,610.69092,11,11,11
13634,Jeneration Capital Partners,Private Equity,Growth Equity,Large Growth Equity,610.41351,17,17,17
5846,North Sky Capital,Real Assets,Energy,ENR Diversified,608.33423,31,31,31
17653,Brookfield Infrastructure Structured Solutions,Real Assets,Infrastructure,Diversified,607.53143,4,4,4
15020,Garnett Station Partners,Private Equity,Growth Equity,Medium Growth Equity,607.20001,18,18,18
5541,Alliance Consumer Growth,Private Equity,Growth Equity,Small Growth Equity,604.5,36,36,36
11443,Madryn Asset Management,Private Debt,Other,ABL (Asset Backed Lending),604.20001,17,17,17
6186,Dawn Capital,Private Equity,Venture Capital,Balanced,602.90997,72,72,72
17843,Pictet Real Estate,Real Estate,Multimanager,Fund of Funds,602.72534,17,17,17
14939,IFC Core,Real Assets,Natural Resources,Agriculture,601.35571,19,0,19
2708,"Riordan, Lewis & Haden",Private Equity,Buyout,Small Buyout,601.0943,47,47,47
7273,DN Capital,Private Equity,Venture Capital,Balanced,600.66107,161,161,161
2605,Prospect Venture Partners,Private Equity,Venture Capital,Early Stage,597.56805,55,55,55
496,Blue Sage Capital,Private Equity,Buyout,Small Buyout,597.07031,32,32,32
1993,Lyceum Capital,Private Equity,Buyout,Small Buyout,596.85944,18,18,18
5314,Southfield Capital Advisors,Private Equity,Buyout,Small Buyout,595.52472,20,20,20
17810,IK Partnership Fund,Private Equity,Growth Equity,Medium Growth Equity,594.71228,12,12,12
16123,Celesta Capital,Private Equity,Venture Capital,Balanced,594.5415,83,83,83
509,Blumberg Capital,Private Equity,Venture Capital,Early Stage,593.69092,157,157,157
3302,Vertex Venture Capital,Private Equity,Venture Capital,Early Stage,593.63763,120,120,120
9264,CDH Venture Partners,Private Equity,Growth Equity,Large Growth Equity,591.3631,50,50,50
6078,Gilde Healthcare Partners,Private Equity,Venture Capital,Balanced,591.27209,47,47,47
26209,Altos Hybrid,Private Equity,Venture Capital,Early Stage,590.19214,69,69,69
3101,Telegraph Hill Partners,Private Equity,Growth Equity,Small Growth Equity,590.05182,53,53,53
797,Clarion Capital Partners,Private Equity,Buyout,Small Buyout,588.88641,23,22,23
1108,Encore Consumer Capital,Private Equity,Buyout,Small Buyout,588.61731,38,38,38
9163,HIG Latin America,Private Equity,Buyout,Middle Buyout,585.15399,20,19,20
7195,Arrowroot Capital,Private Equity,Growth Equity,Small Growth Equity,584.79523,38,38,38
15916,Medicxi Ventures,Private Equity,Venture Capital,Early Stage,583.67224,56,56,56
2792,Saw Mill Capital,Private Equity,Buyout,Small Buyout,582,24,24,24
3258,Pelion Venture Partners,Private Equity,Venture Capital,Balanced,580.78949,93,93,93
59,Activa Capital,Private Equity,Buyout,Small Buyout,578.20203,29,29,29
7349,Peakside Capital,Real Estate,Opportunistic,Europe,576.80255,32,24,32
6643,Carrick Capital Partners,Private Equity,Buyout,Small Buyout,576.49774,26,26,26
4162,Kayne Anderson Mezzanine Partners,Private Debt,Special Situations,Mezzanine,575.50909,23,23,23
5369,Xenon Private Equity,Private Equity,Buyout,Small Buyout,574.97247,51,51,51
1031,Draper Fisher Jurvetson,Private Equity,Venture Capital,Early Stage,574.66614,121,121,121
26218,iNovia Capital Growth,Private Equity,Venture Capital,Late Stage,573.50684,19,19,19
2812,Scottish Equity Partners,Private Equity,Venture Capital,Early Stage,573.43121,65,65,65
13906,TruAmerica Multifamily,Real Estate,Value-Add,US Small Market,573.22913,22,22,22
4419,XPV Capital,Private Equity,Growth Equity,Small Growth Equity,572.49176,25,25,25
6547,Hosen Capital,Private Equity,Growth Equity,Small Growth Equity,572.396,39,39,39
11263,LEA Partners,Private Equity,Growth Equity,Medium Growth Equity,572.35364,19,19,19
24964,Enhanced Healthcare Partners,Private Equity,Buyout,Small Buyout,572.27209,13,13,13
6318,venBio,Private Equity,Venture Capital,Balanced,572.15002,36,36,36
6633,Valor Capital Group,Private Equity,Venture Capital,Balanced,572.0434,136,136,136
15463,NorthBridge Partners,Real Estate,Value-Add,US Medium Market,572.03827,65,65,65
24817,CBRE Investment Management Infrastructure,Real Assets,Infrastructure,Diversified,571.36542,10,10,10
16629,776 Ventures,Private Equity,Venture Capital,Early Stage,570.48566,118,118,118
7344,PATRIZIA Immobilien AG,Real Estate,Core / Core+,Europe Core,568.86755,21,16,21
9848,AGIC International Capital,Private Equity,Growth Equity,Medium Growth Equity,564.79999,5,5,5
1250,FIMI,Private Equity,Buyout,Middle Buyout,564.25,51,51,51
4929,Cathay Capital SmallCap ,Private Equity,Growth Equity,Small Growth Equity,563.41913,61,61,61
2982,Borromin Capital Management (Steadfast Capital),Private Equity,Buyout,Small Buyout,562.79663,29,29,29
16240,Percheron Capital,Private Equity,Buyout,Middle Buyout,562.67053,6,6,6
2254,NewSpring Capital,Private Equity,Growth Equity,Small Growth Equity,562.4917,83,83,83
2058,MBO+ (fka MBO & Co),Private Equity,Buyout,Small Buyout,562.32465,117,117,117
1689,Insight Equity,Private Equity,Buyout,Small Buyout,561.79266,15,15,15
2064,MCH Private Equity,Private Equity,Buyout,Small Buyout,561.29999,34,34,34
16216,Capital A Investment Partners,Private Equity,Buyout,Small Buyout,561.27802,45,45,45
15195,SV Growth,Private Equity,Growth Equity,Small Growth Equity,561.2533,34,34,34
13859,"Annaly Capital Management, Inc.",Private Debt,Corporate,Direct Lending,559.86322,22,22,22
6598,Principal Real Estate Investors,Real Estate,Value-Add,US / Global Large Market,559.75598,20,19,20
675,Carousel Capital,Private Equity,Buyout,Small Buyout,558.82776,36,36,36
16801,Alterra Property Group,Real Estate,Value-Add,US Small Market,558.10297,122,122,122
15090,Southlight Capital (fka Colony Latam),Private Equity,Growth Equity,Small Growth Equity,557.40002,23,22,23
3435,"York Street Capital Partners, LLC",Private Debt,Special Situations,Mezzanine,555.84155,33,33,33
7531,Star Mountain Capital,Private Debt,Corporate,Direct Lending,554.60498,144,0,144
5792,Plexus Capital,Private Debt,Special Situations,Mezzanine,553.18103,65,65,65
11708,Core Industrial Partners,Private Equity,Buyout,Small Buyout,551.10278,11,11,11
2432,Palmer Capital Partners,Real Estate,Value-Add,Europe,550.40558,64,46,64
14126,Cohen & Company,Private Debt,Corporate,Other,550.19116,40,0,40
14458,KPS Mid-Cap Funds,Private Equity,Buyout,Small Buyout,549.35217,7,7,7
5822,Palatine Private Equity,Private Equity,Buyout,Small Buyout,546.63544,39,39,39
5120,OFS Capital Management (Orchard First Source),Private Debt,Corporate,Direct Lending,546.37604,97,97,97
13601,Excelsior Energy Capital,Real Assets,Infrastructure,Renewables,546.21228,18,18,18
3789,Patriot Financial Partners (PA),Private Equity,Buyout,Small Buyout,545.36554,46,46,46
4980,Tengram Capital Partners,Private Equity,Buyout,Small Buyout,545.26056,27,27,27
15028,Sagard Healthcare Royalty Partners,Private Debt,Corporate,Direct Lending,544.04187,10,10,10
17907,Riverside Credit,Private Debt,Corporate,Direct Lending,543.59998,32,32,32
4423,Anchorage Capital Partners,Private Equity,Buyout,Small Buyout,543.48407,16,16,16
763,Chicago Growth Partners,Private Equity,Buyout,Small Buyout,541.40002,26,26,26
529,Brandon Capital Partners,Private Equity,Venture Capital,Early Stage,541.29126,91,91,91
2431,Palm Beach Capital Management,Private Equity,Buyout,Small Buyout,539.29358,60,54,60
11009,Park Lane Ventures,Private Equity,Venture Capital,Late Stage,537.16455,31,31,31
7637,CIP Capital,Private Equity,Buyout,Small Buyout,536.90002,13,13,13
2195,Muller & Monroe,Private Equity,Other,Fund of Funds,536.36523,67,0,67
359,Axxon Group,Private Equity,Buyout,Small Buyout,535.70001,21,21,21
11650,Qualitas Property Partners,Real Assets,Natural Resources,Agriculture,535.23334,53,0,53
5974,JZ Capital Partners,Private Equity,Buyout,Small Buyout,534.67944,32,32,32
9460,GreatPoint Ventures,Private Equity,Venture Capital,Early Stage,534.38971,78,76,78
772,Versa Capital Management,Private Equity,Buyout,Small Buyout,534.36621,23,23,23
10280,Inflexion Enterprise,Private Equity,Buyout,Small Buyout,533.86938,23,23,23
16695,Climate Adaptive Infrastructure,Real Assets,Infrastructure,Renewables,533.74756,7,7,7
18333,Andera Life Sciences,Private Equity,Venture Capital,Balanced,532.78302,61,60,61
5045,Aqua Capital,Private Equity,Buyout,Small Buyout,532.20001,15,15,15
5246,iNovia Capital,Private Equity,Venture Capital,Early Stage,531.72162,138,135,138
17323,BharCap Partners,Private Equity,Buyout,Small Buyout,531.6969,8,8,8
16872,Hines - Asia,Real Estate,Core / Core+,Asia Core,531.63995,15,15,15
3970,Synova Capital,Private Equity,Buyout,Small Buyout,530.03748,13,13,13
13451,BlackRock Europe Property - Credit,Private Debt,Real Estate Credit,Multi-strategy Debt,529.14484,13,0,13
11459,Kline Hill Partners,Private Equity,Other,Secondaries,526.77899,151,0,151
10212,FirstMark Capital Opportunity,Private Equity,Venture Capital,Late Stage,525.98755,62,62,62
370,Baird Capital Partners,Private Equity,Buyout,Small Buyout,519.47021,19,19,19
25788,New Mountain Capital Strategic Equity,Private Equity,Buyout,Global Buyout,519.24573,5,5,5
9403,Taurus Mining Finance,Real Assets,Natural Resources,Minerals,519.23114,19,19,19
3281,Ventech,Private Equity,Venture Capital,Balanced,519.04089,172,172,172
6687,ADV Partners,Private Equity,Growth Equity,Small Growth Equity,518.75586,13,13,13
